DOID,Old,New
 DOID:10188,"['def: ""A lipoma that is located_in the skin."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/23600336]']","['def: ""A skin benign neoplasm that derives_from fat cells."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/23600336]']"
 DOID:14044,['name: rheumatic pericarditis'],['name: obsolete rheumatic pericarditis']
 DOID:3844,['name: pediatric craniopharyngioma'],['name: obsolete pediatric craniopharyngioma']
 DOID:1625,['is_a: DOID:657 ! adenoma'], 
 DOID:11523,['name: Clostridium perfringens gastroenteritis'],['name: obsolete Clostridium perfringens gastroenteritis']
 DOID:8773,"['name: nodular lymphoma involving lymph nodes of head, face, and neck']","['name: obsolete nodular lymphoma involving lymph nodes of head, face, and neck']"
 DOID:5361,['name: mixed mucinous and non-mucinous bronchioloalveolar lung carcinoma'],['name: obsolete mixed mucinous and non-mucinous bronchioloalveolar lung carcinoma']
 DOID:14312,['name: nontoxic uninodular goiter'],['name: obsolete nontoxic uninodular goiter']
 DOID:2898,['name: commensal streptococcal infectious disease'],['name: obsolete commensal streptococcal infectious disease']
 DOID:11978,['name: chronic pyelonephritis without lesion of renal medullary necrosis'],['name: obsolete chronic pyelonephritis without lesion of renal medullary necrosis']
 DOID:11001,['name: Iris and ciliary body degeneration'],['name: obsolete Iris and ciliary body degeneration']
 DOID:0050118,['is_a: DOID:936 ! brain disease'], 
 DOID:11327,['name: acute schizophrenic episode subchronic state with acute exacerbation'],['name: obsolete acute schizophrenic episode subchronic state with acute exacerbation']
 DOID:12258,['name: acquired factor IX deficiency'],['name: obsolete acquired factor IX deficiency']
 DOID:0050583,['name: Chlamydophila pneumoniae infectious disease'],['name: obsolete Chlamydophila pneumoniae infectious disease']
 DOID:11944,['name: Trichomonas prostatitis'],['name: obsolete Trichomonas prostatitis']
 DOID:7554,"[""name: Paget's disease and intraductal carcinoma of breast""]","[""name: obsolete Paget's disease and intraductal carcinoma of breast""]"
 DOID:6990,['name: placental site nodule or plaque'],['name: obsolete placental site nodule or plaque']
 DOID:2592,['name: nephrotic syndrome with lesion of focal glomerulosclerosis'],['name: obsolete nephrotic syndrome with lesion of focal glomerulosclerosis']
 DOID:8045,['name: recurrent cancer of prostate'],['name: obsolete recurrent cancer of prostate']
 DOID:8012, ,['is_a: DOID:0050829 ! pericardium disease']
 DOID:11361,['name: tickborne fever'],['name: obsolete tickborne fever']
 DOID:0050916,['is_a: DOID:1325 ! bronchus cancer'], 
 DOID:0050741, ,"['def: ""A substance dependence that is characterized by tolerance, withdrawal symptoms, increasing use, persistent desire to decrease consumption, time spent obtaining or recovering from alcohol caused by a physical and psychological dependence on alcohol."" [url:https\\://en.wikipedia.org/wiki/Alcohol_dependence]']"
 DOID:2654,['name: serous neoplasm'],['name: obsolete serous neoplasm']
 DOID:5226,['name: vaginal blue nevus'],['name: obsolete vaginal blue nevus']
 DOID:14163,['name: metastatic malignant tumor to the anus'],['name: obsolete metastatic malignant tumor to the anus']
 DOID:4228,['name: stromal sarcoma'],['name: obsolete stromal sarcoma']
 DOID:0050982, ,"['def: ""An autosomal dominant cerebellar ataxia that is characterized by a slowly progressive ataxia, tremor, dysarthria and hyperreflexia, has_material_basis_in mutation in the TGM6 gene."" [url:https\\://www.omim.org/entry/613908]']"
 DOID:10280,"['name: Vasa previa complicating labor and delivery, delivered']","['name: obsolete Vasa previa complicating labor and delivery, delivered']"
 DOID:14426,['name: secondary malignant neoplasm of intrathoracic lymph node'],['name: obsolete secondary malignant neoplasm of intrathoracic lymph node']
 DOID:11442,['name: malignant mast cell tumors involving lymph node of head'],['name: obsolete malignant mast cell tumors involving lymph node of head']
 DOID:12141,['name: adenovirus meningitis'],['name: obsolete adenovirus meningitis']
 DOID:1941,['name: intermittent alternating exotropia'],['name: obsolete intermittent alternating exotropia']
 DOID:10774,['name: cutaneous plague'],['name: obsolete cutaneous plague']
 DOID:10531,['name: pneumococcal pneumonia'],['name: obsolete pneumococcal pneumonia']
 DOID:13601,['name: enteropathogenic Escherichia coli infectious disease'],['name: obsolete enteropathogenic Escherichia coli infectious disease']
 DOID:1966,['name: fallopian tube soft tissue neoplasm'],['name: obsolete fallopian tube soft tissue neoplasm']
 DOID:4285,"['name: complications of pregnancy, childbirth and the puerperium']","['name: obsolete complications of pregnancy, childbirth and the puerperium']"
 DOID:11490,['name: vitamin A deficiency with night blindness'],['name: obsolete vitamin A deficiency with night blindness']
 DOID:7009,['name: adult diffuse astrocytoma'],['name: obsolete adult diffuse astrocytoma']
 DOID:12065,['name: ganglioneuroma of the mediastinum'],['name: obsolete ganglioneuroma of the mediastinum']
 DOID:4920, ,['is_a: DOID:299 ! adenocarcinoma']
 DOID:13404, ,"['def: ""A sarcoidosis that is characterized by unilateral facial nerve palsy, parotid gland enlargement, anterior uveitis, and low grade fever, and develops_from a type IV hypersensitivity reaction with noncaseating granulomatous infiltration of especially the parotid glands which compresses the facial nerve."" [url:https\\://www.ncbi.nlm.nih.gov/pmc/articles/PMC4739221/]']"
 DOID:3812,['name: mediastinum chondroma'],['name: obsolete mediastinum chondroma']
 DOID:0050417,['name: Streptococcus equisimilis meningitis'],['name: obsolete Streptococcus equisimilis meningitis']
 DOID:0050225,['name: Histoplasma capsulatum gastritis'],['name: obsolete Histoplasma capsulatum gastritis']
 DOID:0060272, ,"['def: ""A pontocerebellar hypoplasia that is characterized by progressive microcephaly, hypotonia, dysmorphic features, profound intellectual disability and seizure, has_material_basis_in autosomal recessive inheritance of mutation in the PCLO gene."" [url:https\\://www.omim.org/entry/608027]']"
 DOID:283,['name: leukemic reticuloendotheliosis of intra-abdominal lymph nodes'],['name: obsolete leukemic reticuloendotheliosis of intra-abdominal lymph nodes']
 DOID:5746,['is_a: DOID:60004 ! malignant cystadenoma'], 
 DOID:3466,['name: cartilaginous hamartoma'],['name: obsolete cartilaginous hamartoma']
 DOID:313,['name: synovitis and tenosynovitis'],['name: obsolete synovitis and tenosynovitis']
 DOID:11202,"['synonym: ""familial benign hypercalcemia"" EXACT []']", 
 DOID:11169,['name: vaginal condylomata acuminata'],['name: obsolete vaginal condylomata acuminata']
 DOID:4898,['name: adenocarcinoma in a polyp'],['name: obsolete adenocarcinoma in a polyp']
 DOID:0050655, ,"['def: ""A hypothyroidism that is characterized by thyroid dysgenesis, cleft palate, spiky hair and bifid epiglottis, has_material_basis_in homozygous mutation in the FKHL15 gene on chromosome 9q22."" [url:https\\://rarediseases.info.nih.gov/diseases/414/bamforth-syndrome]']"
 DOID:8120,['name: adenocarcinoma in villous adenoma'],['name: obsolete adenocarcinoma in villous adenoma']
 DOID:155,['name: glandular and epithelial neoplasm'],['name: obsolete glandular and epithelial neoplasm']
 DOID:5355,['name: mucinous bronchioloalveolar lung carcinoma'],['name: obsolete mucinous bronchioloalveolar lung carcinoma']
 DOID:2062,['name: vulvar tumor of skin appendage origin'],['name: obsolete vulvar tumor of skin appendage origin']
 DOID:0050952, ,"['def: ""A hereditary ataxia that is characterized by early onset of cerebellar ataxia, pyramidal tract signs and peripheral neuropathy."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/24384335, url:https\\://www.ncbi.nlm.nih.gov/pubmed/26344561, url:https\\://www.omim.org/entry/270550]']"
 DOID:6447,['name: ceruminous tumor'],['name: obsolete ceruminous tumor']
 DOID:7472,['name: recurrent nevus'],['name: obsolete recurrent nevus']
 DOID:8160,['name: adult desmoplastic small round cell tumor'],['name: obsolete adult desmoplastic small round cell tumor']
 DOID:8745,['name: universal ulcerative colitis'],['name: obsolete universal ulcerative colitis']
 DOID:6249,['is_a: DOID:4440 ! seminoma'],['is_a: DOID:2994 ! germ cell cancer']
 DOID:10842,['is_a: DOID:936 ! brain disease'], 
 DOID:5087,['name: feline infectious peritonitis'],['name: obsolete feline infectious peritonitis']
 DOID:6240,['name: transitional cell intraepithelial neoplasm'],['name: obsolete transitional cell intraepithelial neoplasm']
 DOID:9228,['name: congenital rubella'],['name: obsolete congenital rubella']
 DOID:233,['name: ocular tuberculosis'],['name: obsolete ocular tuberculosis']
 DOID:4585,['name: relapsed meningioma'],['name: obsolete relapsed meningioma']
 DOID:0050405,['name: Mycoplasma genitalium urethritis'],['name: obsolete Mycoplasma genitalium urethritis']
 DOID:13554,['name: gonococcal peritonitis'],['name: obsolete gonococcal peritonitis']
 DOID:0050415,['name: Staphylococcus aureus lymphangitis'],['name: obsolete Staphylococcus aureus lymphangitis']
 DOID:11107,['name: glaucoma associated with ocular disorder'],['name: obsolete glaucoma associated with ocular disorder']
 DOID:10021,['is_a: DOID:4072 ! duodenal disease'],['is_a: DOID:4072 ! duodenum disease']
 DOID:4357,['name: experimental melanoma'],['name: obsolete experimental melanoma']
 DOID:0060387, ,"['def: ""An osteochondrodysplasia that is characterized by rapid endochondral bone maturation, short limbs, dwarfism and prenatal lethality, has_material_basis_in autosomal recessive inheritance of mutation in the PTH1R gene."" [url:https\\://rarediseases.info.nih.gov/diseases/914/chondrodysplasia-blomstrand-type]']"
 DOID:5796,['name: nonresectable hepatoblastoma'],['name: obsolete nonresectable hepatoblastoma']
 DOID:6954,['name: Epstein-Barr virus related lymphoma'],['name: obsolete Epstein-Barr virus related lymphoma']
 DOID:722,['name: spontaneous abortion'],['name: obsolete spontaneous abortion']
 DOID:0050986, ,"['def: ""An autosomal dominant cerebellar ataxia that is characterized by progressive gait abnormalutes, dysarthria, tremor and hyporeflexia, has_material_basis_in muation in the CCDC88C gene."" [url:https\\://www.omim.org/entry/616053]']"
 DOID:0050098,['name: Microsporum audouinii tinea capitis'],['name: obsolete Microsporum audouinii tinea capitis']
 DOID:1249,['name: Conjunctival vascular disorder and cysts'],['name: obsolete Conjunctival vascular disorder and cysts']
 DOID:9143,"[""name: Burkitt's tumor or lymphoma involving spleen""]","[""name: obsolete Burkitt's tumor or lymphoma involving spleen""]"
 DOID:13681,['name: simple type schizophrenia in remission'],['name: obsolete simple type schizophrenia in remission']
 DOID:0050212,['name: Campylobacter jejuni gastroenteritis'],['name: obsolete Campylobacter jejuni gastroenteritis']
 DOID:2699,['name: sinonasal papilloma'],['name: obsolete sinonasal papilloma']
 DOID:8376,['name: mixed embryonal carcinoma and endodermal sinus neoplasm with seminoma of the testis'],['name: obsolete mixed embryonal carcinoma and endodermal sinus neoplasm with seminoma of the testis']
 DOID:0080272,['name: nephrotic syndrome 16'],"['def: ""A familial nephrotic syndrome that has_material_basis_in homozygous or compound heterozygous mutation in the KANK2 gene on chromosome 19p13."" [url:https\\://www.ncbi.nlm.nih.gov/pubmed/25961457]', 'is_a: DOID:0050737 ! autosomal recessive disease', 'name: nephrotic syndrome type 16']"
 DOID:8386,['name: ectopic chorionic gonadotropin secretion disease'],['name: obsolete ectopic chorionic gonadotropin secretion disease']
 DOID:7043,['name: metastatic vulvar cancer'],['name: obsolete metastatic vulvar cancer']
 DOID:12710,['name: Histoplasma duboisii pneumonia'],['name: obsolete Histoplasma duboisii pneumonia']
 DOID:13869,['name: psychosexual dysfunction with male orgasmic disease'],['name: obsolete psychosexual dysfunction with male orgasmic disease']
 DOID:2083,['name: vulvar soft tissue tumor'],['name: obsolete vulvar soft tissue tumor']
 DOID:2186,['name: macrocephaly'],['name: obsolete macrocephaly']
 DOID:6704,['name: anaplastic gastric carcinoma'],['name: obsolete anaplastic gastric carcinoma']
 DOID:8811,['name: malignant histiocytosis involving intrathoracic lymph nodes'],['name: obsolete malignant histiocytosis involving intrathoracic lymph nodes']
 DOID:4551, ,['is_a: DOID:3128 ! anus disease']
 DOID:12115,['name: streptococcal pharyngitis'],['name: obsolete streptococcal pharyngitis']
 DOID:0050989, ,"['def: ""An episodic ataxia that is characterized by periodic ataxia and frequent myokymic discharges, and has_material_basis_in autosomal dominant inheritance of mutation in the potassium channel gene KCNA1."" [url:https\\://www.omim.org/entry/160120]']"
 DOID:5157,['is_a: DOID:2645 ! benign mesothelioma'], 
 DOID:8742,"[""name: Hodgkin's granuloma involving lymph nodes of head, face, and neck""]","[""name: obsolete Hodgkin's granuloma involving lymph nodes of head, face, and neck""]"
 DOID:413,['name: avian tuberculosis'],['name: obsolete avian tuberculosis']
 DOID:4443,['name: cervical soft tissue tumor'],['name: obsolete cervical soft tissue tumor']
 DOID:11503,['is_a: DOID:9743 ! diabetic neuropathy'], 
 DOID:3597,['name: Good Prognosis metastatic Gestational Trophoblastic tumor'],['name: obsolete Good Prognosis metastatic Gestational Trophoblastic tumor']
 DOID:11577,['is_a: DOID:225 ! syndrome'], 
 DOID:8656,"[""name: Sezary's disease involving lymph nodes of multiple sites""]","[""name: obsolete Sezary's disease involving lymph nodes of multiple sites""]"
 DOID:3022,['name: complication of the puerperium'],['name: obsolete complication of the puerperium']
 DOID:8839,['name: herpes zoster keratoconjunctivitis'],['name: obsolete herpes zoster keratoconjunctivitis']
 DOID:2402,['name: lymphangiectasis'],['name: obsolete lymphangiectasis']
 DOID:8653,"[""name: Hodgkin's lymphoma, mixed cellularity, involving intrathoracic lymph nodes""]","[""name: obsolete Hodgkin's lymphoma, mixed cellularity, involving intrathoracic lymph nodes""]"
 DOID:0050974, ,"['def: ""An autosomal dominant cerebellar ataxia that is characterized by ataxia and sensory neuropathy, has_material_basis_in repeat CAG expansion on chromosome 2p15-p21."" [url:https\\://rarediseases.info.nih.gov/diseases/9996/spinocerebellar-ataxia-25]']"
